bank,review,rating,date,source,cleaned
BOA,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Google Play,it doesnt work on my 2 devices a05 and a34
BOA,My attention is very important because it will be the most difficult time for me,5,2024-11-30,Google Play,my attention is very important because it will be the most difficult time for me
BOA,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Google Play,i have a worst experience while using this mobile application through out the year most of the time it fails to login or automatically closed the app and also it takes so much loading time 5 minutes trying to access the internal services sometimes also while transferring within and to other bank also fails so boa please fix your app
BOA,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Google Play,i dont know why but your apps start out great then all of a sudden dont work
BOA,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Google Play,this application is losing major factions on a daily basis i can count how many times i have used this app it is completely useless and disappointing if i am not going to use it in times of need then i dont see the point
BOA,exellent digital transaction of money,5,2024-11-27,Google Play,exellent digital transaction of money
BOA,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Google Play,the latest update has stopped android 9 phones not to open this app never work properly since i started using it
BOA,👏👏👏,5,2024-11-24,Google Play,
BOA,Money,5,2024-11-24,Google Play,money
BOA,It needs more improvment,2,2024-11-24,Google Play,it needs more improvment
BOA,ab,3,2024-11-20,Google Play,ab
BOA,Ademtahir,5,2024-11-20,Google Play,ademtahir
BOA,✌️✌️,5,2024-11-20,Google Play,
BOA,Please this app on my android phone,3,2024-11-20,Google Play,please this app on my android phone
BOA,GOAT 🐐 🐐,5,2024-11-19,Google Play,goat
BOA,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Google Play,your app doesnt match your bank the app is disaster super slow please learn something from tele birr app
BOA,Fast and reliable,5,2024-11-18,Google Play,fast and reliable
BOA,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Google Play,the worst app update ever why would you include the developer option off thing here why do you care it is my phone my money right that is the reason why i switched to other banks so either turn it off or everyone will discontinue their business one by one
BOA,Very good,5,2024-11-14,Google Play,very good
BOA,One of the poorest mobile banking system,1,2024-11-13,Google Play,one of the poorest mobile banking system
BOA,❤❤❤❤❤❤,5,2024-11-12,Google Play,
BOA,Oene,5,2024-11-12,Google Play,oene
BOA,i find it interesting specially in reciept downloading,1,2024-11-12,Google Play,i find it interesting specially in reciept downloading
BOA,it good,5,2024-11-12,Google Play,it good
BOA,"This app crashes everytime, please fix it",1,2024-11-12,Google Play,this app crashes everytime please fix it
BOA,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Google Play,star i dont recomend to use this app also the bank
BOA,I need a support the app is not working,5,2024-11-12,Google Play,i need a support the app is not working
BOA,Bast bank of ethiopia,5,2024-11-12,Google Play,bast bank of ethiopia
BOA,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Google Play,very slow app software app app
BOA,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Google Play,thank you for your social services like vertual banking non touch atm cadrless and withdrwal with out passbook
BOA,The worst App i have never seen like this before,1,2024-11-12,Google Play,the worst app i have never seen like this before
BOA,Wweeeer,4,2024-11-12,Google Play,wweeeer
BOA,Infinx,5,2024-11-12,Google Play,infinx
BOA,Great service,5,2024-11-12,Google Play,great service
BOA,This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Google Play,this app is not available on all android versions and some times it is not functional
BOA,senayt Mesfin,4,2024-11-08,Google Play,senayt mesfin
BOA,Bad app vety bad.,1,2024-11-07,Google Play,bad app vety bad
BOA,Abessnya Banke,5,2024-11-05,Google Play,abessnya banke
BOA,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Google Play,the most useless app i never expected such an irrelevant app from boa big shame
BOA,Professional on banking app,5,2024-11-01,Google Play,professional on banking app
BOA,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Google Play,has some nice interface but always freezes or slow to load app developers please fix this issue
BOA,አይሰራም አስተካክሉት,5,2024-10-26,Google Play,
BOA,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Google Play,please try another because this app doesnt feet the need of this generation
BOA,Fast transfer,5,2024-10-24,Google Play,fast transfer
BOA,"What's up I can't log in, what's wrong",5,2024-10-22,Google Play,whats up i cant log in whats wrong
BOA,Amrumehamed,1,2024-10-21,Google Play,amrumehamed
BOA,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Google Play,nice to meet you my proud bank in ethiopia im a member of this bank i need to solve my problem of international receiving money for me from my online digital working services over the world please im working a lot of international moneybut i cant get direct in ethiopia because of dont knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please
BOA,ደደገነሐ,5,2024-10-15,Google Play,
BOA,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Google Play,terrible bank experience its unbelievable that with all the modern technology this bank still struggles with even basic transactions the app constantly crashes services are limited and every time i try to transfer money or load telebirr theres a huge delay i have to wait 5 days for failed transactions to be refunded even ussd is unreliable theyve put me in embarrassing situations countless times and customer care never fixes anything ive switched banks and you should too
BOA,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Google Play,a painfully slow banking app service please dont make it your choice
BOA,Good App,4,2024-10-12,Google Play,good app
BOA,Best app to me,5,2024-10-11,Google Play,best app to me
BOA,BOA,5,2024-10-11,Google Play,boa
BOA,Abdulkadir,5,2024-10-11,Google Play,abdulkadir
BOA,Bad,1,2024-10-10,Google Play,bad
BOA,If it is possible I would gove0 star,1,2024-10-08,Google Play,if it is possible i would gove0 star
BOA,Nise mobile bankig,4,2024-10-05,Google Play,nise mobile bankig
BOA,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Google Play,overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer
BOA,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Google Play,just make it work please this is embarrassing for a bank of your size
BOA,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Google Play,update to the simplest way it requires the developer option on and off why this is
BOA,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Google Play,stop telling me what to do with my phone boa why does your newly updated app keep asking me to disable the developer options im not slowing down my phone just to use your god damn app
BOA,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Google Play,im living out of country how may i download and use mobile banking it asks me the ethiopia phone number and i cant receive text to confirm because im out side the country so please lete know if i can use while im outside the country thanks
BOA,Worest app,1,2024-10-03,Google Play,worest app
BOA,The worest app ever,1,2024-10-03,Google Play,the worest app ever
BOA,አሪፍ ነው በርቱልን,5,2024-10-03,Google Play,
BOA,Wwwerrr,5,2024-10-02,Google Play,
BOA,ጀማል ውቀቱ,5,2024-09-30,Google Play,
BOA,Great For Financial company,5,2024-09-30,Google Play,great for financial company
BOA,Very easy to use,5,2024-09-30,Google Play,very easy to use
BOA,The App's crash always.. Error.....,3,2024-09-27,Google Play,the apps crash always error
BOA,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Google Play,this app is incredibly frustrating to use its filled with issues that make it difficult to navigate and complete tasks efficiently ive never encountered such a poorly designed banking application before it needs significant improvements to enhance user experience it deserves a vey low rating
BOA,Great UI and seamless UX. I love it!!,5,2024-09-25,Google Play,great ui and seamless ux i love it
BOA,That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Google Play,thats too good application but try to add more alternatives and futures or possibilitys for your customers
BOA,It's easy used to operate program and secured 👍👍,4,2024-09-25,Google Play,its easy used to operate program and secured
BOA,I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Google Play,i bought a mobile card on this app but i didnt receive it and it took my money and i didnt get my money back
BOA,Amazing,5,2024-09-19,Google Play,amazing
BOA,Great app with great services,5,2024-09-19,Google Play,great app with great services
BOA,Yes active user,5,2024-09-17,Google Play,yes active user
BOA,Shameful,1,2024-09-17,Google Play,shameful
BOA,The worest app ever made i would not recommende for no one,1,2024-09-16,Google Play,the worest app ever made i would not recommende for no one
BOA,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Google Play,how many hours should i wait after transferring money to telebirr please do something about the transfer delay issue i need my money when ever
BOA,"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Google Play,boa is unreasonably holding and delaying transactions for more than a day even transactions within the same bank itself this is a huge gap that i observed in boa mobile banking i didnt experience this kind of challenge while having transactions in other banks mobile banking platforms after waiting so long i called your customer support team and the response they gave me was it was the system that holds the transaction will be released on working days this is not totally fair
BOA,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Google Play,
BOA,It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Google Play,its not working it needs a big update cant you update the app quickly
BOA,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Google Play,i am aimohon joel its can be good for a better conversation in time
BOA,"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Google Play,better app than most mobile apps but why do i have to turn off developer option every time i wanna use the app its annoying
BOA,Bes and freindly app,5,2024-09-13,Google Play,bes and freindly app
BOA,It doesn't work.,1,2024-09-12,Google Play,it doesnt work
BOA,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Google Play,it say the request was not successful please check device connectivity or try again why one of the bank manager told me it is because of my phones android version which is 91 it is ridiculous disappointing
BOA,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Google Play,how to download or screenshot of payment receiptwhat kinda worst app ever
BOA,Smart technology,5,2024-09-10,Google Play,smart technology
BOA,Yegema app tish🪨,1,2024-09-08,Google Play,yegema app tish
BOA,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Google Play,this is not an appropriate app i dont know how boa develops this app i dont expect this much crazy and un confortable app form boa im soory
BOA,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Google Play,shockingly bad even when it decides to work its painfully slow and frustrating such a shame that it has become a stain on an extraordinary bank
BOA,"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Google Play,it crashes frequently it launches on android 81 but i dont think it actually works on versions less than 10 if so it shouldnt be available for download by such devices to begin with like many other finance apps are not it was so much better three months ago upgrades should be for the better
BOA,Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Google Play,awesome application but lately its crashing everytime i opened it
BOA,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Google Play,app
BOA,Fast one,3,2024-09-04,Google Play,fast one
BOA,Nice looking app but a terrible user experience.,1,2024-09-03,Google Play,nice looking app but a terrible user experience
BOA,The worest MB app ever!!🙄,1,2024-09-02,Google Play,the worest mb app ever
BOA,It is ok,5,2024-09-01,Google Play,it is ok
BOA,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Google Play,plz fix the apps screenshot lovation hide from glarey share botten not work
BOA,Apollo's,1,2024-08-29,Google Play,apollos
BOA,The worst experience ever,1,2024-08-29,Google Play,the worst experience ever
BOA,Hussenaliumar,5,2024-08-29,Google Play,hussenaliumar
BOA,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Google Play,hi i have problem with this app boa mobile i dont know what is wrong with this app i did many times download but its sam doesnt work if sam like that this app way i have to be customer with them how i know my account and checking save the book is no not enough alone
BOA,It is not work for my device,5,2024-08-27,Google Play,it is not work for my device
BOA,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Google Play,im sick and tiered of enabling and disabling developer option everytime i use this app maybe you know it maybe you dont fix it please its anoying
BOA,The worst app ever,1,2024-08-26,Google Play,the worst app ever
BOA,Betanya Gebre,3,2024-08-23,Google Play,betanya gebre
BOA,I dont recommand it to any one,1,2024-08-23,Google Play,i dont recommand it to any one
BOA,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Google Play,the application used to work well but after updates im not able to use the forgot password feature which is blocking me from accessing it as a whole
BOA,ትርሃስ,5,2024-08-19,Google Play,
BOA,Gio,4,2024-08-19,Google Play,gio
BOA,App isn't working,1,2024-08-18,Google Play,app isnt working
BOA,so far good but always it lugs,3,2024-08-17,Google Play,so far good but always it lugs
BOA,Don't trust this bank and its service.,1,2024-08-16,Google Play,dont trust this bank and its service
BOA,"I can not open and use the application,please help me!",5,2024-08-15,Google Play,i can not open and use the applicationplease help me
BOA,Horrible,1,2024-08-14,Google Play,horrible
BOA,Mostly not working 😑,1,2024-08-14,Google Play,mostly not working
BOA,Awesome 👌,5,2024-08-12,Google Play,awesome
BOA,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Google Play,despite the enhanced technology you have the application doesnt work properly and it asks for the developer option to be turned off fix that
BOA,Very poor app b/c highly slow to open the app,1,2024-08-12,Google Play,very poor app bc highly slow to open the app
BOA,Wedi Tekle .,5,2024-08-11,Google Play,wedi tekle
BOA,Bad app📱👎👎👎,1,2024-08-11,Google Play,bad app
BOA,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Google Play,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf
BOA,Nice appp,5,2024-08-11,Google Play,nice appp
BOA,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Google Play,
BOA,Gooood app my dear,5,2024-08-10,Google Play,gooood app my dear
BOA,Harun tamam galanaa,3,2024-08-09,Google Play,harun tamam galanaa
BOA,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Google Play,a total disaster of an app always offline never works its embarassing ive lost hope and taken my business to a competitor
BOA,Gamebela,1,2024-08-08,Google Play,gamebela
BOA,so poor app to use can't start up when open the app,1,2024-08-08,Google Play,so poor app to use cant start up when open the app
BOA,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Google Play,this app takes too long time to be opened and even it is not working simply as other banks application why this app does not give a digital invoice even i am not able to find where the screeshot is kept after transaction so please the developer should fix all these
BOA,Good job,5,2024-08-07,Google Play,good job
BOA,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Google Play,worst app ever not user friendly even doesnt serve basic functionality correctly takes to much time to login and navigate through the app we expected more from this bank
BOA,Bad app .,1,2024-08-06,Google Play,bad app
BOA,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Google Play,i mean how could a big financial company like this be this much irresponsible to release this app you should be ashamed
BOA,Review,5,2024-08-06,Google Play,review
BOA,Goood,4,2024-08-06,Google Play,goood
BOA,👎👎👎👎👎👎👎👎👎,1,2024-08-06,Google Play,
BOA,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Google Play,is it necessary to switch off developer options every time to use mobile banking
BOA,The previous version is better it doesn't work,1,2024-08-04,Google Play,the previous version is better it doesnt work
DASHEN,very smart App easy to use and friendly,5,2025-11-29,Google Play,very smart app easy to use and friendly
DASHEN,Very exemplery App to other Bank Aps !,5,2025-11-29,Google Play,very exemplery app to other bank aps
DASHEN,It Is An Amazing app,4,2025-11-28,Google Play,it is an amazing app
DASHEN,"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Google Play,its fast and easy to communicate to the app and its available all area keep it upi will make happy for this application thank you dashen bank for your effortcommitment and dedication i appricated your work
DASHEN,What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Google Play,what do you care about my phones settings who are you to tell me what to turn off and on it is my phone after all this develoler option thing will cost you a lot of users who are willing to leave the bank once and for all turn this thing off 6 you fear this is a security issue fix your side not mine
DASHEN,Exceptional Product.,5,2025-11-23,Google Play,exceptional product
DASHEN,very easy app,3,2025-11-23,Google Play,very easy app
DASHEN,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Google Play,the dashen super app is very impressive it is fast easy to use and provides smooth access to all essential banking services money transfer bill payment balance check and other features work efficiently without issues the design is clean and userfriendly great step forward in digital banking keep up the good work dashen bank
DASHEN,በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Google Play,
DASHEN,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Google Play,bill payment options are limited in this app please add ethio telecom bill electric bill etc instead of adding nonsense in banking app
DASHEN,"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Google Play,its a really slow app im not sure what the issue is even other bank transfers are not working
DASHEN,always updating bad stability,1,2025-11-17,Google Play,always updating bad stability
DASHEN,"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Google Play,it says disable developer option i disabled it but its not working still
DASHEN,with the super app evry thing i need is just a tap away,5,2025-11-17,Google Play,with the super app evry thing i need is just a tap away
DASHEN,eyita tips,1,2025-11-15,Google Play,eyita tips
DASHEN,clear and presize,5,2025-11-15,Google Play,clear and presize
DASHEN,smooth and easy!!!,5,2025-11-14,Google Play,smooth and easy
DASHEN,I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Google Play,i have had an amazing experience with this appot os convenient and easy to use
DASHEN,"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Google Play,all in one super app with smooth navigation transaction and lifestyle services
DASHEN,Very nice App.,5,2025-11-14,Google Play,very nice app
DASHEN,system failure transfer to others account,2,2025-11-13,Google Play,system failure transfer to others account
DASHEN,"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Google Play,only the uiux is good but it doesnt function properly its a shame that a leading tech bank has such an app amole is far better
DASHEN,"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Google Play,excellent app to use perfectlly to paytransfertele airtime and so on
DASHEN,wow dashen bank super app,5,2025-11-12,Google Play,wow dashen bank super app
DASHEN,"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Google Play,this socalled super app is a complete disappointment its confusing slow and full of glitches honestly it feels like it was designed to test peoples patience not to help them bank calling it super is a joke its one of the most useless apps ive ever used
DASHEN,Best Mobile Banking App in Ethiopia .,5,2025-11-11,Google Play,best mobile banking app in ethiopia
DASHEN,very nice app I have ever seen,5,2025-11-10,Google Play,very nice app i have ever seen
DASHEN,NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Google Play,nasty bank even the supper app is not working well when i am calling them they are not response please dont use this app because you will loss you time energy and everything hopeless bank
DASHEN,it's good but is not fast,5,2025-11-09,Google Play,its good but is not fast
DASHEN,your financial system must improved,4,2025-11-09,Google Play,your financial system must improved
DASHEN,your service is too good,5,2025-11-09,Google Play,your service is too good
DASHEN,good experience,5,2025-11-09,Google Play,good experience
DASHEN,"Amazing app, 👏",5,2025-11-07,Google Play,amazing app
DASHEN,wooow,5,2025-11-07,Google Play,wooow
DASHEN,Nice app,5,2025-11-07,Google Play,nice app
DASHEN,"easy to use, friendly",5,2025-11-06,Google Play,easy to use friendly
DASHEN,"12yr more LC, UCP & ICC & loan",5,2025-11-06,Google Play,12yr more lc ucp icc loan
DASHEN,"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Google Play,not attractive and friendly app check awash cbe apps
DASHEN,amzing,5,2025-11-06,Google Play,amzing
DASHEN,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Google Play,the dashen super app is very impressive it is fast easy to use and provides smooth access to all essential banking services money transfer bill payment balance check and other features work efficiently without issues the design is clean and userfriendly great step forward in digital banking keep up the good work dashen bank
DASHEN,betam kerfafa naw,1,2025-11-05,Google Play,betam kerfafa naw
DASHEN,worst app ever,1,2025-11-05,Google Play,worst app ever
DASHEN,"Dashen, always two step ahead.",5,2025-11-05,Google Play,dashen always two step ahead
DASHEN,"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Google Play,please try to fix the barrier between other banks specially with commercial bank of ethiopia
DASHEN,i am using,5,2025-11-05,Google Play,i am using
DASHEN,It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Google Play,it is a wonderful app developed by a local talent it deserves an appreciation it will continue to evolve with new exciting features
DASHEN,wonderful app,5,2025-11-05,Google Play,wonderful app
DASHEN,"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Google Play,i love the app it features are perfect but it asks to update too many times to activate your need to visit a nearest branch and that takes time other than that the app is great i like it
DASHEN,go ahead,5,2025-11-05,Google Play,go ahead
DASHEN,its supper,5,2025-11-04,Google Play,its supper
DASHEN,it's so boring,1,2025-11-04,Google Play,its so boring
DASHEN,Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Google Play,dashen bank super app is the latest version of online banking system that is the gift from dashen bank for us thanks to dashen
DASHEN,"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Google Play,i rarely leave reviews but this app truely deserves oneits efficient secure reliable and makes fanancial tasks effortlessdefinitely 5 stars for this exceptional app
DASHEN,it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Google Play,it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesnt worki think the problem is it was launched too early
DASHEN,wow dashen bank,5,2025-11-03,Google Play,wow dashen bank
DASHEN,ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Google Play,
DASHEN,"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Google Play,i just updated my app to the latest version and i couldnt even see my balance send money or do anything it says service is unavailable and it will be fixed soon
DASHEN,it's too slow,1,2025-11-01,Google Play,its too slow
DASHEN,"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Google Play,before the recent update this app was great now the home page is cluttered with promotions and banners which really hurts the experience i think the app stopped being banking app and started only to promote bc 95 of the app is only ads also full of bugs
DASHEN,"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Google Play,this might be the worst banking app ive ever used i dont know why kind of bug it is but suddenly the apps stops working it says temporarily unavailable for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this im going to stop using the bank altogether which is a shame because its a decent bank
DASHEN,The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,2025-10-31,Google Play,the worst app ever extremely unreliable such a shame for a big bank
DASHEN,app is too slow not opening fast,1,2025-10-31,Google Play,app is too slow not opening fast
DASHEN,"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Google Play,its seems to have some improvements i dont know whats going on with this app sometimes get collapseed this is not expected from dashen bank which is amongst from famous and greatest banks
DASHEN,very nise good,5,2025-10-30,Google Play,very nise good
DASHEN,very interesting,5,2025-10-30,Google Play,very interesting
DASHEN,what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Google Play,what your emplyees tell as about the app when they came to our store and what actually the app is different
DASHEN,Excellent promotion,5,2025-10-30,Google Play,excellent promotion
DASHEN,viry good,5,2025-10-29,Google Play,viry good
