bank,review,rating,date,source
CBE,excellent plus,5,2025-08-20,Google Play
CBE,Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,Google Play
CBE,so disappointing :((,1,2025-08-20,Google Play
CBE,what nice app i never usedyet,4,2025-08-20,Google Play
CBE,Excellent,5,2025-08-20,Google Play
CBE,ke gizew ga emihed astemamagn metegberya,1,2025-08-20,Google Play
CBE,"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,Google Play
CBE,Send money for some account but don't reserved Ball,5,2025-08-20,Google Play
CBE,very good🙏🙏,5,2025-08-19,Google Play
CBE,I recognized thank you,5,2025-08-19,Google Play
CBE,Best feature!!,5,2025-08-19,Google Play
CBE,the saved account totally removed ..why????????,1,2025-08-19,Google Play
CBE,good bank Ethiopian very nic,5,2025-08-18,Google Play
CBE,this good app but screenshot must enable,4,2025-08-18,Google Play
CBE,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,Google Play
CBE,change mobile banking CBE,5,2025-08-18,Google Play
CBE,The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,Google Play
CBE,Adisi Deti,5,2025-08-17,Google Play
CBE,this app is the good apps,5,2025-08-17,Google Play
CBE,አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,Google Play
CBE,congra ethio,5,2025-08-15,Google Play
CBE,እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,Google Play
CBE,I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,Google Play
CBE,"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,Google Play
CBE,this APK Best for most of people,5,2025-08-13,Google Play
CBE,good keep it up,5,2025-08-13,Google Play
CBE,very nice app,5,2025-08-12,Google Play
CBE,Most of the time either the app or *889# don't work,2,2025-08-12,Google Play
CBE,cbe. noor,2,2025-08-12,Google Play
CBE,why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,Google Play
CBE,በጣም አሪፍ ነው በርቱልን,5,2025-08-12,Google Play
CBE,this is so good,5,2025-08-11,Google Play
CBE,❤❤❤❤❤😂,5,2025-08-10,Google Play
CBE,Very interesting 🤔,5,2025-08-10,Google Play
CBE,very good app 👍👍👍 time saving and more accurate,5,2025-08-09,Google Play
CBE,"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,Google Play
CBE,very bad app,1,2025-08-09,Google Play
CBE,good 👍,5,2025-08-09,Google Play
CBE,it is the best transferring AP,5,2025-08-08,Google Play
CBE,it's good but add some more please,3,2025-08-08,Google Play
CBE,best servis app,4,2025-08-07,Google Play
CBE,very useful to use it from any where in the world !,5,2025-08-07,Google Play
CBE,it very good but why block the screen shoot,5,2025-08-07,Google Play
CBE,Good app,5,2025-08-07,Google Play
CBE,"the most disgusting app,",1,2025-08-07,Google Play
CBE,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,Google Play
CBE,"unexpected anomalies, unreliable as fintec app",2,2025-08-05,Google Play
CBE,best one,5,2025-08-05,Google Play
CBE,awesome,5,2025-08-05,Google Play
CBE,so good,5,2025-08-04,Google Play
CBE,worst experience,1,2025-08-04,Google Play
CBE,The 1st one is CBE,5,2025-08-04,Google Play
BOA,🙏👍,5,2025-11-29,Google Play
BOA,Very Good,5,2025-11-28,Google Play
BOA,goof,5,2025-11-28,Google Play
BOA,good!,5,2025-11-28,Google Play
BOA,good jop,5,2025-11-27,Google Play
BOA,bad exprience...it is so crushed,1,2025-11-27,Google Play
BOA,not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,Google Play
BOA,ምንም የማይ ሰራ,1,2025-11-26,Google Play
BOA,very good,5,2025-11-25,Google Play
BOA,most of the time is not working properly,1,2025-11-25,Google Play
BOA,good service,5,2025-11-25,Google Play
BOA,not use for me,3,2025-11-23,Google Play
BOA,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Google Play
BOA,waw,5,2025-11-21,Google Play
BOA,the lag is unbelievable when you need it the most this suks,1,2025-11-19,Google Play
BOA,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Google Play
BOA,it is a good app,5,2025-11-18,Google Play
BOA,it is not working at all,1,2025-11-15,Google Play
BOA,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Google Play
BOA,when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Google Play
BOA,fast and simple,5,2025-11-11,Google Play
BOA,best of best,5,2025-11-10,Google Play
BOA,Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Google Play
BOA,good,4,2025-11-10,Google Play
BOA,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Google Play
BOA,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Google Play
BOA,best app,5,2025-11-08,Google Play
BOA,Best app,5,2025-11-07,Google Play
BOA,"Barely works, it always fails to connect",1,2025-11-07,Google Play
BOA,my fav app,5,2025-11-07,Google Play
BOA,this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Google Play
BOA,very nice,5,2025-11-04,Google Play
BOA,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Google Play
BOA,I like,5,2025-11-02,Google Play
BOA,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Google Play
BOA,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Google Play
BOA,"the worst app ever,",1,2025-10-30,Google Play
BOA,better,5,2025-10-29,Google Play
BOA,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Google Play
BOA,this app can't open? what is problem? please solve my problem?,1,2025-10-28,Google Play
BOA,kiyaa makonn,5,2025-10-27,Google Play
BOA,very very lazy app,1,2025-10-26,Google Play
BOA,telebirr remittance,5,2025-10-24,Google Play
BOA,The best bank in 🇪🇹,5,2025-10-23,Google Play
BOA,its good,5,2025-10-22,Google Play
BOA,the worst app in my financial experience.,1,2025-10-22,Google Play
BOA,good for mb appliciation,5,2025-10-21,Google Play
BOA,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,Google Play
BOA,try to easy network,4,2025-10-17,Google Play
BOA,hussen hassen umer,5,2025-10-16,Google Play
BOA,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,Google Play
BOA,an exceptional banking app.,5,2025-10-16,Google Play
BOA,alhamdulilah,5,2025-10-11,Google Play
BOA,poor,5,2025-10-11,Google Play
BOA,Best of best,5,2025-10-09,Google Play
BOA,from the last week updates the app is not working Please check the problems,1,2025-10-08,Google Play
BOA,It's always crushing,1,2025-10-08,Google Play
BOA,office branches have to improve their services please,4,2025-10-07,Google Play
BOA,♥️♥️,5,2025-10-05,Google Play
BOA,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,Google Play
BOA,it needs a timely update,5,2025-10-03,Google Play
BOA,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Google Play
BOA,Like,5,2025-10-01,Google Play
BOA,I can't type my otp on it.,1,2025-10-01,Google Play
BOA,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,Google Play
BOA,jaajja,4,2025-09-30,Google Play
BOA,I love this bank the best experience ever.,5,2025-09-28,Google Play
BOA,"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,Google Play
BOA,easy and fast,5,2025-09-24,Google Play
BOA,Great,5,2025-09-20,Google Play
BOA,mobile banking,5,2025-09-19,Google Play
BOA,😎,5,2025-09-18,Google Play
BOA,"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,Google Play
BOA,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,Google Play
BOA,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,Google Play
BOA,none,5,2025-09-14,Google Play
BOA,very good app i ever used,5,2025-09-12,Google Play
BOA,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,Google Play
BOA,zedo,5,2025-09-11,Google Play
BOA,please open my mobile app,5,2025-09-10,Google Play
BOA,it doesn't open,1,2025-09-10,Google Play
BOA,masha alla,5,2025-09-08,Google Play
BOA,Best banking transaction application in Ethiopia !,5,2025-09-05,Google Play
BOA,السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,Google Play
BOA,tamaam kamal,1,2025-09-04,Google Play
BOA,በጣም ሐሪፍ,5,2025-09-03,Google Play
BOA,great 👍,5,2025-09-02,Google Play
BOA,absiniya banki,5,2025-08-29,Google Play
BOA,has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,Google Play
BOA,One of the best in this business,5,2025-08-25,Google Play
BOA,Excellent,5,2025-08-20,Google Play
BOA,besat🥰,5,2025-08-19,Google Play
BOA,unlimited experience,5,2025-08-18,Google Play
BOA,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,Google Play
BOA,very nice mobile banking app my favourite,5,2025-08-16,Google Play
BOA,"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,Google Play
BOA,best apps,5,2025-08-15,Google Play
BOA,the worst app ever to exist in a bank history,1,2025-08-15,Google Play
BOA,thank you,5,2025-08-14,Google Play
BOA,Best mobile app in the country,5,2025-08-14,Google Play
BOA,not fast,2,2025-08-12,Google Play
BOA,keeps freezing at the front page.,1,2025-08-10,Google Play
BOA,it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,Google Play
BOA,abseniya bank app,5,2025-08-08,Google Play
BOA,yes goode app,5,2025-08-03,Google Play
BOA,Great App,5,2025-08-02,Google Play
BOA,1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,Google Play
BOA,ረጀብነሱ,1,2025-07-31,Google Play
BOA,The Worst Mobile Banking App.,1,2025-07-31,Google Play
BOA,giod,5,2025-07-30,Google Play
BOA,best bank in ethiopia,5,2025-07-29,Google Play
BOA,waqayyoo,5,2025-07-28,Google Play
BOA,please is not working,2,2025-07-27,Google Play
BOA,nothing when I need to install the Apk it say that re-up date,5,2025-07-25,Google Play
BOA,I can log in from any where,5,2025-07-23,Google Play
BOA,😇,3,2025-07-21,Google Play
BOA,no proplem,5,2025-07-20,Google Play
BOA,👍👍👍,5,2025-07-20,Google Play
BOA,excellent app,5,2025-07-18,Google Play
BOA,good work,5,2025-07-15,Google Play
BOA,☹️,5,2025-07-15,Google Play
BOA,excellent,5,2025-07-14,Google Play
BOA,Great BoA,5,2025-07-14,Google Play
BOA,Good,5,2025-07-14,Google Play
BOA,Okay,4,2025-07-13,Google Play
BOA,not working,1,2025-07-12,Google Play
BOA,This App is Getting worse and worse with every update,2,2025-07-11,Google Play
BOA,ምርጥ ነው,1,2025-07-10,Google Play
BOA,nice,5,2025-07-10,Google Play
BOA,meku,5,2025-07-07,Google Play
BOA,awasome app go a head,5,2025-07-04,Google Play
BOA,it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,Google Play
BOA,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,Google Play
BOA,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Google Play
BOA,wow,5,2025-07-01,Google Play
BOA,"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,Google Play
BOA,amazing Banks App👌👌,3,2025-06-25,Google Play
BOA,good App fore me,5,2025-06-25,Google Play
BOA,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,Google Play
BOA,fantastic,5,2025-06-22,Google Play
BOA,👍,4,2025-06-21,Google Play
BOA,it's nice to use.,5,2025-06-21,Google Play
BOA,app doesn't start,1,2025-06-21,Google Play
BOA,Excellent application,5,2025-06-18,Google Play
BOA,its very bad app its very slow,1,2025-06-17,Google Play
BOA,ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Google Play
BOA,Good job!,5,2025-06-13,Google Play
BOA,best financial app.,5,2025-06-12,Google Play
BOA,ቆንጆ ነው በርቱ,5,2025-06-11,Google Play
BOA,the worst app humans ever created,1,2025-06-09,Google Play
BOA,it's not working,3,2025-06-05,Google Play
BOA,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Google Play
BOA,exceptional,5,2025-06-03,Google Play
BOA,BoA Mobile good bank,5,2025-06-02,Google Play
BOA,this is worest app 24/7 loading,1,2025-06-01,Google Play
BOA,BoA system is confartable,5,2025-06-01,Google Play
BOA,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Google Play
BOA,Good service.,3,2025-05-25,Google Play
BOA,the app crush frequently,1,2025-05-24,Google Play
BOA,You guys keeps getting worst,1,2025-05-22,Google Play
BOA,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Google Play
BOA,BoA,2,2025-05-20,Google Play
BOA,but not opening on android,4,2025-05-19,Google Play
BOA,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Google Play
BOA,amazing,5,2025-05-18,Google Play
BOA,"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Google Play
BOA,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Google Play
BOA,liking this application good 👍,5,2025-05-07,Google Play
BOA,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Google Play
BOA,it's really good 👍,5,2025-04-23,Google Play
BOA,Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Google Play
BOA,"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Google Play
BOA,Best,2,2025-04-19,Google Play
BOA,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Google Play
BOA,yideg,1,2025-04-18,Google Play
BOA,great boa,5,2025-04-10,Google Play
BOA,boa of mobile backing,5,2025-04-09,Google Play
BOA,faster bank of Abissinya,5,2025-04-08,Google Play
BOA,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Google Play
BOA,it just doesn't work...so frustrating,1,2025-04-07,Google Play
BOA,like,5,2025-04-06,Google Play
BOA,it's not work correctly... you must have update it,1,2025-04-06,Google Play
BOA,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Google Play
BOA,after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Google Play
BOA,good but they don't update enough don't add new things,3,2025-04-04,Google Play
BOA,it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Google Play
BOA,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Google Play
BOA,good application,5,2025-03-30,Google Play
BOA,this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Google Play
BOA,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Google Play
BOA,always problematic hardly works,1,2025-03-26,Google Play
BOA,considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Google Play
BOA,"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Google Play
BOA,great BoA,5,2025-03-22,Google Play
BOA,best,5,2025-03-21,Google Play
BOA,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Google Play
BOA,there is no speed,1,2025-03-19,Google Play
BOA,"For anyone who wants to download it, just don't!!!",1,2025-03-19,Google Play
BOA,wonderful,5,2025-03-19,Google Play
BOA,all worck,5,2025-03-19,Google Play
BOA,Loved it,5,2025-03-14,Google Play
BOA,Wow,1,2025-03-14,Google Play
BOA,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Google Play
BOA,Improved to be the best,5,2025-03-11,Google Play
BOA,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Google Play
BOA,BoA Greqt Ethiopian bank.,5,2025-03-11,Google Play
BOA,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Google Play
BOA,Almost better compared to cbe where it is not qualified for,4,2025-03-09,Google Play
BOA,what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Google Play
BOA,Wonderfull app,5,2025-03-08,Google Play
BOA,i can't use this app why?,5,2025-03-07,Google Play
BOA,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Google Play
BOA,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Google Play
BOA,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Google Play
BOA,Good app,5,2025-03-03,Google Play
BOA,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Google Play
BOA,It has good features but sometimes it doesn't work...0,1,2025-03-02,Google Play
BOA,Very poor proformance,1,2025-03-01,Google Play
BOA,It's not opening. Really frustrating,1,2025-03-01,Google Play
BOA,Verry Amazing App from all IB,5,2025-03-01,Google Play
BOA,Not working on this days,1,2025-02-26,Google Play
BOA,Thank you BoA,5,2025-02-23,Google Play
BOA,best banking app in the wworld,5,2025-02-22,Google Play
BOA,Nice app and it's easy to use,5,2025-02-21,Google Play
BOA,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Google Play
BOA,This is help full i like ittttt,5,2025-02-14,Google Play
BOA,The is not functional at all?,2,2025-02-12,Google Play
BOA,Best bank,5,2025-02-08,Google Play
BOA,Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Google Play
BOA,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Google Play
BOA,I have been using this app for two years.It is amazing.,5,2025-02-01,Google Play
BOA,Good 👍,5,2025-01-31,Google Play
BOA,Sad experience,1,2025-01-30,Google Play
BOA,Always do update and that is annoying,3,2025-01-27,Google Play
BOA,"Best app, somehow waiting a few minutes",5,2025-01-23,Google Play
BOA,I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Google Play
BOA,Whenever I try to sign in app close please fixed it out,2,2025-01-21,Google Play
BOA,Beter,5,2025-01-21,Google Play
BOA,Boa,4,2025-01-18,Google Play
BOA,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Google Play
BOA,Aadan Axmed Barkhadle,5,2025-01-17,Google Play
BOA,😡😡😡🤬🤬🤬,1,2025-01-16,Google Play
BOA,Horrible customer service and app crashes Horrible!!,1,2025-01-15,Google Play
BOA,I love it,5,2025-01-14,Google Play
BOA,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Google Play
BOA,Good🙏,5,2025-01-12,Google Play
BOA,Like to much,5,2025-01-11,Google Play
BOA,Thank you,5,2025-01-10,Google Play
BOA,Perfect,5,2025-01-09,Google Play
BOA,The best of best,5,2025-01-09,Google Play
BOA,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Google Play
BOA,Great 👍,5,2025-01-04,Google Play
BOA,Fast and suitable for the customers.,5,2025-01-04,Google Play
BOA,Good app and helpful,5,2025-01-03,Google Play
BOA,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Google Play
BOA,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Google Play
BOA,It doesn't work at all.,2,2025-01-02,Google Play
BOA,this app is not available,1,2025-01-02,Google Play
BOA,Wow what amazing,5,2024-12-30,Google Play
BOA,love it,5,2024-12-30,Google Play
BOA,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Google Play
BOA,Lemn embi yilal??,5,2024-12-30,Google Play
BOA,It's useless app downgraded.,1,2024-12-29,Google Play
BOA,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Google Play
BOA,Nice,5,2024-12-26,Google Play
BOA,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Google Play
BOA,አይሰራም ሼም ነው፤,1,2024-12-23,Google Play
BOA,Not that much bad,3,2024-12-22,Google Play
BOA,Fine,5,2024-12-21,Google Play
BOA,The dirtiest application ever seen...,1,2024-12-20,Google Play
BOA,Nic ap,5,2024-12-19,Google Play
BOA,The forest app ever,1,2024-12-19,Google Play
BOA,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Google Play
BOA,Bank of abissena,1,2024-12-17,Google Play
BOA,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Google Play
BOA,GOOD,5,2024-12-15,Google Play
BOA,The worst banking app ever. Never works!,1,2024-12-14,Google Play
BOA,Poorly functioning app,3,2024-12-13,Google Play
BOA,Very nice,5,2024-12-13,Google Play
BOA,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Google Play
BOA,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Google Play
BOA,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Google Play
BOA,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Google Play
BOA,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Google Play
BOA,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Google Play
BOA,My attention is very important because it will be the most difficult time for me,5,2024-11-30,Google Play
BOA,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Google Play
BOA,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Google Play
BOA,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Google Play
BOA,exellent digital transaction of money,5,2024-11-27,Google Play
BOA,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Google Play
BOA,👏👏👏,5,2024-11-24,Google Play
BOA,Money,5,2024-11-24,Google Play
BOA,It needs more improvment,2,2024-11-24,Google Play
BOA,ab,3,2024-11-20,Google Play
BOA,Ademtahir,5,2024-11-20,Google Play
